VEMCO DATA LOG,1.0.0,vdati-2.7.2-20201124-66707c-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET_FILTER_DESC,Filter Name,Details,Rejected Detections
DIAG_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise Mean (mV),Tilt (deg),Depth (m),PPM Pings,PPM Detections
DIAG_FAST_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise (mV),Tilt (deg),Depth (m)
EVENT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Event Type,Event Details
EVENT_FAULT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Fault Importance,Fault Code,Fault Description
EVENT_INIT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),External Time Zone,Firmware Version
EVENT_OFFLOAD_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Time Zone,HR Total Accepted Detections,PPM Total Accepted Detections,Memory Remaining (%),Battery Remaining (%),Original File
HEALTH_VR2AR_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Memory Remaining (%),RTC Time
TEMP_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient (deg C),Internal (deg C)
TEMP_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Min (deg C),Ambient Max (deg C),Ambient Mean (deg C),Sample Count,Accumulation Period (s)
DATA_SOURCE_FILE,VR2AR_545593_20200714_1.vrl,8a40aad5-66d4-f34f-8e7b-4a58913bfdb3,com.vemco.file.vrl.0207.ff02.ff02/5.1.1,569508,ORIGINAL
DEPTH,2020-07-03 17:00:00,2020-07-03 16:57:41.66291,,-138.337089781,VR2AR-69,545593,27
BATTERY,2020-07-03 17:00:00,2020-07-03 16:57:41.66291,,-138.337089781,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 17:02:08.9292,2020-07-03 16:59:50.590577,,-138.338622471,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 17:12:35.8612,2020-07-03 17:10:17.515124,,-138.346075335,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 17:22:27.2252,2020-07-03 17:20:08.872094,,-138.353105369,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 17:33:07.2612,2020-07-03 17:30:48.900485,,-138.360714010,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 17:43:24.3652,2020-07-03 17:41:05.997149,,-138.368050039,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 17:52:55.6052,2020-07-03 17:50:37.230359,,-138.374840845,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 18:00:00,2020-07-03 17:57:41.620114,,-138.379885979,VR2AR-69,545593,17.502,527,2,27,51,6
TEMP,2020-07-03 18:00:00,2020-07-03 17:57:41.620114,,-138.379885979,VR2AR-69,545593,17.502,
DEPTH,2020-07-03 18:00:00,2020-07-03 17:57:41.620114,,-138.379885979,VR2AR-69,545593,27
BATTERY,2020-07-03 18:00:00,2020-07-03 17:57:41.620114,,-138.379885979,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 18:02:55.3932,2020-07-03 18:00:37.011228,,-138.381971024,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 18:13:51.8092,2020-07-03 18:11:33.419425,,-138.389774388,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 18:24:42.1412,2020-07-03 18:22:23.743694,,-138.397505425,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 18:35:20.3052,2020-07-03 18:33:01.900108,,-138.405091812,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 18:45:34.1332,2020-07-03 18:43:15.720811,,-138.412388898,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 18:54:59.2892,2020-07-03 18:52:40.870092,,-138.419107376,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 19:00:00,2020-07-03 18:57:41.577317,,-138.422682176,VR2AR-69,545593,17.656,533,3,27,50,6
TEMP,2020-07-03 19:00:00,2020-07-03 18:57:41.577317,,-138.422682176,VR2AR-69,545593,17.656,
DEPTH,2020-07-03 19:00:00,2020-07-03 18:57:41.577317,,-138.422682176,VR2AR-69,545593,27
BATTERY,2020-07-03 19:00:00,2020-07-03 18:57:41.577317,,-138.422682176,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 19:04:46.9092,2020-07-03 19:02:28.483107,,-138.426092905,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 19:15:19.4572,2020-07-03 19:13:01.023587,,-138.433612530,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 19:25:21.5852,2020-07-03 19:23:03.144429,,-138.440770525,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 19:36:23.1492,2020-07-03 19:34:04.700564,,-138.448635087,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 19:47:23.3092,2020-07-03 19:45:04.852717,,-138.456482959,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 19:58:21.1292,2020-07-03 19:56:02.664896,,-138.464303013,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 20:00:00,2020-07-03 19:57:41.534521,,-138.465478372,VR2AR-69,545593,17.7,608,1,28,48,6
TEMP,2020-07-03 20:00:00,2020-07-03 19:57:41.534521,,-138.465478372,VR2AR-69,545593,17.7,
DEPTH,2020-07-03 20:00:00,2020-07-03 19:57:41.534521,,-138.465478372,VR2AR-69,545593,28
BATTERY,2020-07-03 20:00:00,2020-07-03 19:57:41.534521,,-138.465478372,VR2AR-69,545593,PRIMARY,,,3.5809,
DET,2020-07-03 20:09:13.8012,2020-07-03 20:06:55.329138,,-138.472061869,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 20:19:56.6452,2020-07-03 20:17:38.165496,,-138.479703891,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 20:30:19.3652,2020-07-03 20:28:00.878093,,-138.487106681,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 20:40:02.3052,2020-07-03 20:37:43.811163,,-138.494036575,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 20:50:25.0252,2020-07-03 20:48:06.52376,,-138.501439365,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 21:00:00,2020-07-03 20:57:41.491725,,-138.508274569,VR2AR-69,545593,17.634,659,0,28,40,5
TEMP,2020-07-03 21:00:00,2020-07-03 20:57:41.491725,,-138.508274569,VR2AR-69,545593,17.634,
DEPTH,2020-07-03 21:00:00,2020-07-03 20:57:41.491725,,-138.508274569,VR2AR-69,545593,28
BATTERY,2020-07-03 21:00:00,2020-07-03 20:57:41.491725,,-138.508274569,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 21:00:07.9652,2020-07-03 20:57:49.45683,,-138.508369259,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 21:10:31.1532,2020-07-03 21:08:12.637422,,-138.515777612,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 21:20:14.5612,2020-07-03 21:17:56.038486,,-138.522713069,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 21:30:38.6852,2020-07-03 21:28:20.155067,,-138.530132551,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 21:40:24.4331,2020-07-03 21:38:05.896004,,-138.537095825,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 21:50:52.7691,2020-07-03 21:48:34.224534,,-138.544565377,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 22:00:00,2020-07-03 21:57:41.448929,,-138.551070767,VR2AR-69,545593,17.612,608,0,28,48,6
TEMP,2020-07-03 22:00:00,2020-07-03 21:57:41.448929,,-138.551070767,VR2AR-69,545593,17.612,
DEPTH,2020-07-03 22:00:00,2020-07-03 21:57:41.448929,,-138.551070767,VR2AR-69,545593,28
BATTERY,2020-07-03 22:00:00,2020-07-03 21:57:41.448929,,-138.551070767,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 22:00:46.9411,2020-07-03 21:58:28.389471,,-138.551628796,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 22:11:32.5931,2020-07-03 22:09:14.033795,,-138.559304197,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 22:22:00.9291,2020-07-03 22:19:42.362326,,-138.566773751,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 22:31:54.6332,2020-07-03 22:29:36.059368,,-138.573831606,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 22:42:38.8811,2020-07-03 22:40:20.299609,,-138.581490315,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 22:53:04.8771,2020-07-03 22:50:46.288167,,-138.588932053,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 23:00:00,2020-07-03 22:57:41.406133,,-138.593866963,VR2AR-69,545593,17.502,545,1,28,50,6
TEMP,2020-07-03 23:00:00,2020-07-03 22:57:41.406133,,-138.593866963,VR2AR-69,545593,17.502,
DEPTH,2020-07-03 23:00:00,2020-07-03 22:57:41.406133,,-138.593866963,VR2AR-69,545593,28
BATTERY,2020-07-03 23:00:00,2020-07-03 22:57:41.406133,,-138.593866963,VR2AR-69,545593,PRIMARY,,,3.5809,
DET,2020-07-03 23:02:54.3691,2020-07-03 23:00:35.77316,,-138.595939833,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 23:13:30.1932,2020-07-03 23:11:11.589701,,-138.603498406,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 23:23:38.8731,2020-07-03 23:21:20.262365,,-138.610734291,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 23:32:53.2651,2020-07-03 23:30:34.647775,,-138.617324809,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 23:42:18.8891,2020-07-03 23:40:00.265051,,-138.624048852,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 23:52:06.9771,2020-07-03 23:49:48.34606,,-138.631039944,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
HEALTH_VR2AR,2020-07-04 00:00:00,2020-07-03 23:57:41.363336,,-138.636663160,VR2AR-69,545593,98.0612,2020-07-03 23:59:58
BATTERY,2020-07-04 00:00:00,2020-07-03 23:57:41.363336,,-138.636663160,VR2AR-69,545593,MOTOR,,,3.68,
DIAG,2020-07-04 00:00:00,2020-07-03 23:57:41.363336,,-138.636663160,VR2AR-69,545593,17.524,568,1,28,51,6
TEMP,2020-07-04 00:00:00,2020-07-03 23:57:41.363336,,-138.636663160,VR2AR-69,545593,17.524,
DEPTH,2020-07-04 00:00:00,2020-07-03 23:57:41.363336,,-138.636663160,VR2AR-69,545593,28
BATTERY,2020-07-04 00:00:00,2020-07-03 23:57:41.363336,,-138.636663160,VR2AR-69,545593,PRIMARY,,,3.579,
DET,2020-07-04 00:02:40.4611,2020-07-04 00:00:21.822529,,-138.638570694,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 00:12:44.9291,2020-07-04 00:10:26.283343,,-138.645756510,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 00:21:50.8971,2020-07-04 00:19:32.244853,,-138.652246886,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 00:31:00.1411,2020-07-04 00:28:41.482323,,-138.658776205,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 00:40:15.9371,2020-07-04 00:37:57.271716,,-138.665383415,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 00:49:44.3691,2020-07-04 00:47:25.696959,,-138.672140840,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 00:59:38.5411,2020-07-04 00:57:19.861895,,-138.679204259,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 01:00:00,2020-07-04 00:57:41.32054,,-138.679459358,VR2AR-69,545593,17.48,534,1,27,59,7
TEMP,2020-07-04 01:00:00,2020-07-04 00:57:41.32054,,-138.679459358,VR2AR-69,545593,17.48,
DEPTH,2020-07-04 01:00:00,2020-07-04 00:57:41.32054,,-138.679459358,VR2AR-69,545593,27
BATTERY,2020-07-04 01:00:00,2020-07-04 00:57:41.32054,,-138.679459358,VR2AR-69,545593,PRIMARY,,,3.5809,
DET,2020-07-04 01:10:23.7251,2020-07-04 01:08:05.038225,,-138.686874098,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 01:20:51.1251,2020-07-04 01:18:32.430767,,-138.694332524,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 01:30:42.9571,2020-07-04 01:28:24.255731,,-138.701368122,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 01:41:23.4611,2020-07-04 01:39:04.752117,,-138.708982326,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 01:51:41.5011,2020-07-04 01:49:22.78477,,-138.716329482,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 02:00:00,2020-07-04 01:57:41.277744,,-138.722255555,VR2AR-69,545593,17.414,560,1,27,40,5
TEMP,2020-07-04 02:00:00,2020-07-04 01:57:41.277744,,-138.722255555,VR2AR-69,545593,17.414,
DEPTH,2020-07-04 02:00:00,2020-07-04 01:57:41.277744,,-138.722255555,VR2AR-69,545593,27
BATTERY,2020-07-04 02:00:00,2020-07-04 01:57:41.277744,,-138.722255555,VR2AR-69,545593,PRIMARY,,,3.5828,
DET,2020-07-04 02:01:14.6131,2020-07-04 01:58:55.889957,,-138.723142543,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 02:11:18.1451,2020-07-04 02:08:59.414782,,-138.730317231,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 02:20:22.7091,2020-07-04 02:18:03.972309,,-138.736790914,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 02:29:29.1451,2020-07-04 02:27:10.401813,,-138.743286855,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 02:38:39.325,2020-07-04 02:36:20.575172,,-138.749827302,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 02:47:56.993,2020-07-04 02:45:38.236543,,-138.756456764,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 02:57:29.169,2020-07-04 02:55:10.405741,,-138.763258698,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 03:00:00,2020-07-04 02:57:41.234948,,-138.765051751,VR2AR-69,545593,17.436,512,2,27,56,7
TEMP,2020-07-04 03:00:00,2020-07-04 02:57:41.234948,,-138.765051751,VR2AR-69,545593,17.436,
DEPTH,2020-07-04 03:00:00,2020-07-04 02:57:41.234948,,-138.765051751,VR2AR-69,545593,27
BATTERY,2020-07-04 03:00:00,2020-07-04 02:57:41.234948,,-138.765051751,VR2AR-69,545593,PRIMARY,,,3.576,
DET,2020-07-04 03:07:30.361,2020-07-04 03:05:11.590594,,-138.770405567,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 03:18:29.585,2020-07-04 03:16:10.806757,,-138.778242310,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 03:29:25.065,2020-07-04 03:27:06.278965,,-138.786034548,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 03:40:13.525,2020-07-04 03:37:54.731256,,-138.793743331,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 03:50:47.477,2020-07-04 03:48:28.67572,,-138.801279648,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 04:00:00,2020-07-04 03:57:41.192152,,-138.807847947,VR2AR-69,545593,17.304,486,5,27,47,5
TEMP,2020-07-04 04:00:00,2020-07-04 03:57:41.192152,,-138.807847947,VR2AR-69,545593,17.304,
DEPTH,2020-07-04 04:00:00,2020-07-04 03:57:41.192152,,-138.807847947,VR2AR-69,545593,27
BATTERY,2020-07-04 04:00:00,2020-07-04 03:57:41.192152,,-138.807847947,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-04 04:00:52.413,2020-07-04 03:58:33.604528,,-138.808471024,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 04:09:59.317,2020-07-04 04:07:40.502027,,-138.814972528,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 04:19:09.965,2020-07-04 04:16:51.143481,,-138.821518539,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 04:28:28.569,2020-07-04 04:26:09.74084,,-138.828159130,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 04:38:02.617,2020-07-04 04:35:43.782016,,-138.834983315,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 04:48:08.021,2020-07-04 04:45:49.178819,,-138.842180258,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 04:57:16.329,2020-07-04 04:54:57.480301,,-138.848698451,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 05:00:00,2020-07-04 04:57:41.149355,,-138.850644146,VR2AR-69,545593,17.217,528,4,28,61,7
TEMP,2020-07-04 05:00:00,2020-07-04 04:57:41.149355,,-138.850644146,VR2AR-69,545593,17.217,
DEPTH,2020-07-04 05:00:00,2020-07-04 04:57:41.149355,,-138.850644146,VR2AR-69,545593,28
BATTERY,2020-07-04 05:00:00,2020-07-04 04:57:41.149355,,-138.850644146,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-04 05:06:30.253,2020-07-04 05:04:11.397716,,-138.855283408,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 05:15:54.941,2020-07-04 05:13:36.079003,,-138.861996324,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 05:25:41.157,2020-07-04 05:23:22.288034,,-138.868965161,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 05:36:10.897,2020-07-04 05:33:52.020548,,-138.876451405,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 05:46:07.409,2020-07-04 05:43:48.525457,,-138.883542639,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 05:56:57.273,2020-07-04 05:54:38.381731,,-138.891268114,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 06:00:00,2020-07-04 05:57:41.106559,,-138.893440342,VR2AR-69,545593,17.458,569,2,28,51,6
TEMP,2020-07-04 06:00:00,2020-07-04 05:57:41.106559,,-138.893440342,VR2AR-69,545593,17.458,
DEPTH,2020-07-04 06:00:00,2020-07-04 05:57:41.106559,,-138.893440342,VR2AR-69,545593,28
BATTERY,2020-07-04 06:00:00,2020-07-04 05:57:41.106559,,-138.893440342,VR2AR-69,545593,PRIMARY,,,3.5809,
DET,2020-07-04 06:07:34.501,2020-07-04 06:05:15.602156,,-138.898843373,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 06:17:45.989,2020-07-04 06:15:27.082887,,-138.906112640,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 06:27:05.997,2020-07-04 06:24:47.08423,,-138.912769922,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 06:36:43.321,2020-07-04 06:34:24.401366,,-138.919633051,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 06:46:55.277,2020-07-04 06:44:36.350092,,-138.926907882,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 06:56:16.221,2020-07-04 06:53:57.287423,,-138.933576291,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 07:00:00,2020-07-04 06:57:41.063763,,-138.936236538,VR2AR-69,545593,17.59,549,3,28,48,6
TEMP,2020-07-04 07:00:00,2020-07-04 06:57:41.063763,,-138.936236538,VR2AR-69,545593,17.59,
DEPTH,2020-07-04 07:00:00,2020-07-04 06:57:41.063763,,-138.936236538,VR2AR-69,545593,28
BATTERY,2020-07-04 07:00:00,2020-07-04 06:57:41.063763,,-138.936236538,VR2AR-69,545593,PRIMARY,,,3.5809,
DET,2020-07-04 07:05:54.949,2020-07-04 07:03:36.008543,,-138.940456114,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 07:16:09.713,2020-07-04 07:13:50.765235,,-138.947764325,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 07:25:36.741,2020-07-04 07:23:17.786494,,-138.954505058,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 07:35:27.637,2020-07-04 07:33:08.67547,,-138.961529531,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 07:46:06.269,2020-07-04 07:43:47.299878,,-138.969121481,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 07:56:21.033,2020-07-04 07:54:02.05657,,-138.976429692,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 08:00:00,2020-07-04 07:57:41.020967,,-138.979032735,VR2AR-69,545593,17.656,649,1,28,48,6
TEMP,2020-07-04 08:00:00,2020-07-04 07:57:41.020967,,-138.979032735,VR2AR-69,545593,17.656,
DEPTH,2020-07-04 08:00:00,2020-07-04 07:57:41.020967,,-138.979032735,VR2AR-69,545593,28
BATTERY,2020-07-04 08:00:00,2020-07-04 07:57:41.020967,,-138.979032735,VR2AR-69,545593,PRIMARY,,,3.5731,
DET,2020-07-04 08:05:47.593,2020-07-04 08:03:28.609835,,-138.983164862,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 08:15:37.553,2020-07-04 08:13:18.562821,,-138.990178210,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 08:26:14.313,2020-07-04 08:23:55.315252,,-138.997747905,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 08:36:24.865,2020-07-04 08:34:05.859993,,-139.005006045,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 08:45:43.001,2020-07-04 08:43:23.989358,,-139.011641072,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 08:55:16.5809,2020-07-04 08:52:57.56244,,-139.018459693,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 09:00:00,2020-07-04 08:57:40.978171,,-139.021828933,VR2AR-69,545593,17.722,605,4,28,50,6
TEMP,2020-07-04 09:00:00,2020-07-04 08:57:40.978171,,-139.021828933,VR2AR-69,545593,17.722,
DEPTH,2020-07-04 09:00:00,2020-07-04 08:57:40.978171,,-139.021828933,VR2AR-69,545593,28
BATTERY,2020-07-04 09:00:00,2020-07-04 08:57:40.978171,,-139.021828933,VR2AR-69,545593,PRIMARY,,,3.5828,
DET,2020-07-04 09:05:21.0489,2020-07-04 09:03:02.023254,,-139.025645507,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 09:14:27.0169,2020-07-04 09:12:07.984764,,-139.032135885,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 09:23:35.7929,2020-07-04 09:21:16.75424,,-139.038659642,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 09:32:50.1849,2020-07-04 09:30:31.139649,,-139.045250160,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 09:42:15.8089,2020-07-04 09:39:56.756925,,-139.051974203,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-04 09:52:03.8969,2020-07-04 09:49:44.837934,,-139.058965296,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-04 10:00:00,2020-07-04 09:57:40.935374,,-139.064625130,VR2AR-69,545593,17.722,588,7,29,48,6
