VEMCO DATA LOG,1.0.0,vdati-2.7.2-20201124-66707c-release
RECORD TYPE,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD,FIELD
ATTITUDE_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Tilt (deg)
BATTERY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Battery Position,Battery Type,Battery Serial Number,Battery Voltage (V),Battery Remaining (%)
CFG_CHANNEL_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Index,Frequency (kHz),Decoder,PPM Map ID,HR Coding ID
CFG_STATION_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Station Name,Latitude (deg),Longitude (deg)
CFG_STUDY_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Description
CFG_TRANSMITTER_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Transmission Type,Full ID,ID,Power Level,Min Delay (s),Max Delay (s)
CLOCK_REF_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Difference (s),Source
CLOCK_SET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),Prior Difference (s),Source
DATA_ERROR_DESC,Type,Error,Page,Offset,Description
DATA_SOURCE_FILE_DESC,File Name,UUID,Type,Size,State
DEPTH_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth (m)
DEPTH_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Depth Min (m),Depth Max (m),Depth Mean (m),Sample Count,Accumulation Period (s)
DET_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Detection Type,Full ID,ID,Signal Strength (dB),Noise (dB),Quality Score,Decoder,Sensor Value,Sensor Unit
DET_FILTER_DESC,Filter Name,Details,Rejected Detections
DIAG_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise Mean (mV),Tilt (deg),Depth (m),PPM Pings,PPM Detections
DIAG_FAST_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Temperature (deg C),Noise (mV),Tilt (deg),Depth (m)
EVENT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Event Type,Event Details
EVENT_FAULT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Fault Importance,Fault Code,Fault Description
EVENT_INIT_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Prior Device Time (UTC),External Time Zone,Firmware Version
EVENT_OFFLOAD_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,External Time (UTC),External Time Zone,HR Total Accepted Detections,PPM Total Accepted Detections,Memory Remaining (%),Battery Remaining (%),Original File
HEALTH_VR2AR_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Memory Remaining (%),RTC Time
TEMP_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient (deg C),Internal (deg C)
TEMP_STATS_DESC,Device Time (UTC),Time,Time Offset (h),Time Correction (s),Model,Serial Number,Ambient Min (deg C),Ambient Max (deg C),Ambient Mean (deg C),Sample Count,Accumulation Period (s)
DATA_SOURCE_FILE,VR2AR_545593_20200714_1.vrl,8a40aad5-66d4-f34f-8e7b-4a58913bfdb3,com.vemco.file.vrl.0207.ff02.ff02/5.1.1,569508,ORIGINAL
DIAG,2020-07-03 00:00:00,2020-07-02 23:57:42.390445,,-137.609554435,VR2AR-69,545593,17.722,585,2,27,48,6
TEMP,2020-07-03 00:00:00,2020-07-02 23:57:42.390445,,-137.609554435,VR2AR-69,545593,17.722,
DEPTH,2020-07-03 00:00:00,2020-07-02 23:57:42.390445,,-137.609554435,VR2AR-69,545593,27
BATTERY,2020-07-03 00:00:00,2020-07-02 23:57:42.390445,,-137.609554435,VR2AR-69,545593,PRIMARY,,,3.5809,
DET,2020-07-03 00:08:54.4056,2020-07-03 00:06:36.789692,,-137.615907358,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 00:18:46.7056,2020-07-03 00:16:29.082651,,-137.622948521,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 00:29:28.6136,2020-07-03 00:27:10.98302,,-137.630579415,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 00:39:49.9296,2020-07-03 00:37:32.291634,,-137.637965517,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 00:49:30.0616,2020-07-03 00:47:12.416737,,-137.644862029,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 00:59:47.6335,2020-07-03 00:57:29.981296,,-137.652203620,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 01:00:00,2020-07-03 00:57:42.347649,,-137.652350631,VR2AR-69,545593,17.678,557,3,27,49,6
TEMP,2020-07-03 01:00:00,2020-07-03 00:57:42.347649,,-137.652350631,VR2AR-69,545593,17.678,
DEPTH,2020-07-03 01:00:00,2020-07-03 00:57:42.347649,,-137.652350631,VR2AR-69,545593,27
BATTERY,2020-07-03 01:00:00,2020-07-03 00:57:42.347649,,-137.652350631,VR2AR-69,545593,PRIMARY,,,3.5809,
DET,2020-07-03 01:09:19.8095,2020-07-03 01:07:02.150494,,-137.659005554,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 01:19:21.4695,2020-07-03 01:17:03.803342,,-137.666157986,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 01:30:22.0975,2020-07-03 01:28:04.423488,,-137.674011421,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 01:41:20.3855,2020-07-03 01:39:02.703662,,-137.681837037,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 01:52:14.4615,2020-07-03 01:49:56.771887,,-137.689612584,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 02:00:00,2020-07-03 01:57:42.304853,,-137.695146828,VR2AR-69,545593,17.151,575,1,27,42,5
TEMP,2020-07-03 02:00:00,2020-07-03 01:57:42.304853,,-137.695146828,VR2AR-69,545593,17.151,
DEPTH,2020-07-03 02:00:00,2020-07-03 01:57:42.304853,,-137.695146828,VR2AR-69,545593,27
BATTERY,2020-07-03 02:00:00,2020-07-03 01:57:42.304853,,-137.695146828,VR2AR-69,545593,PRIMARY,,,3.5838,
DET,2020-07-03 02:02:59.6455,2020-07-03 02:00:41.948217,,-137.697282424,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 02:13:27.0455,2020-07-03 02:11:09.340759,,-137.704740852,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 02:17:08.9597,2020-07-03 02:14:51.252321,,-137.707378929,VR2AR-69,545593,PPM,A69-1601-60421,60421,,,,,,
DET,2020-07-03 02:23:19.3455,2020-07-03 02:21:01.633717,,-137.711782013,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 02:34:01.2535,2020-07-03 02:31:43.534087,,-137.719412909,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 02:44:22.5695,2020-07-03 02:42:04.8427,,-137.726799009,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 02:54:02.2335,2020-07-03 02:51:44.49981,,-137.733689957,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 03:00:00,2020-07-03 02:57:42.262056,,-137.737943026,VR2AR-69,545593,17.02,576,2,27,58,7
TEMP,2020-07-03 03:00:00,2020-07-03 02:57:42.262056,,-137.737943026,VR2AR-69,545593,17.02,
DEPTH,2020-07-03 03:00:00,2020-07-03 02:57:42.262056,,-137.737943026,VR2AR-69,545593,27
BATTERY,2020-07-03 03:00:00,2020-07-03 02:57:42.262056,,-137.737943026,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 03:04:18.4015,2020-07-03 03:02:00.660485,,-137.741014860,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 03:13:47.7695,2020-07-03 03:11:30.021716,,-137.747783410,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 03:23:43.8135,2020-07-03 03:21:26.05863,,-137.754869081,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 03:34:33.2095,2020-07-03 03:32:15.446911,,-137.762588993,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 03:45:09.0335,2020-07-03 03:42:51.263352,,-137.770147560,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 03:55:18.1815,2020-07-03 03:53:00.40411,,-137.777389010,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 04:00:00,2020-07-03 03:57:42.21926,,-137.780739222,VR2AR-69,545593,17.064,539,2,27,51,6
TEMP,2020-07-03 04:00:00,2020-07-03 03:57:42.21926,,-137.780739222,VR2AR-69,545593,17.064,
DEPTH,2020-07-03 04:00:00,2020-07-03 03:57:42.21926,,-137.780739222,VR2AR-69,545593,27
BATTERY,2020-07-03 04:00:00,2020-07-03 03:57:42.21926,,-137.780739222,VR2AR-69,545593,PRIMARY,,,3.5712,
DET,2020-07-03 04:04:33.5095,2020-07-03 04:02:15.725509,,-137.783990657,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 04:14:01.0055,2020-07-03 04:11:43.214763,,-137.790736955,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 04:23:53.3055,2020-07-03 04:21:35.507721,,-137.797778116,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 04:34:35.2135,2020-07-03 04:32:17.40809,,-137.805409012,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 04:44:56.5295,2020-07-03 04:42:38.716704,,-137.812795112,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 04:54:36.1935,2020-07-03 04:52:18.373813,,-137.819686062,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 05:00:00,2020-07-03 04:57:42.176464,,-137.823535419,VR2AR-69,545593,17.304,542,1,27,57,6
TEMP,2020-07-03 05:00:00,2020-07-03 04:57:42.176464,,-137.823535419,VR2AR-69,545593,17.304,
DEPTH,2020-07-03 05:00:00,2020-07-03 04:57:42.176464,,-137.823535419,VR2AR-69,545593,27
BATTERY,2020-07-03 05:00:00,2020-07-03 04:57:42.176464,,-137.823535419,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 05:04:52.8295,2020-07-03 05:02:35.002483,,-137.827016526,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 05:14:23.6015,2020-07-03 05:12:05.767698,,-137.833801768,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 05:24:21.9855,2020-07-03 05:22:04.144584,,-137.840915257,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 05:35:16.0615,2020-07-03 05:32:58.212809,,-137.848690803,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 05:46:01.2455,2020-07-03 05:43:43.389139,,-137.856360643,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 05:56:28.6455,2020-07-03 05:54:10.78168,,-137.863819068,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 06:00:00,2020-07-03 05:57:42.133668,,-137.866331615,VR2AR-69,545593,17.59,564,0,28,58,6
TEMP,2020-07-03 06:00:00,2020-07-03 05:57:42.133668,,-137.866331615,VR2AR-69,545593,17.59,
DEPTH,2020-07-03 06:00:00,2020-07-03 05:57:42.133668,,-137.866331615,VR2AR-69,545593,28
BATTERY,2020-07-03 06:00:00,2020-07-03 05:57:42.133668,,-137.866331615,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 06:06:20.9454,2020-07-03 06:04:03.074539,,-137.870860231,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 06:17:02.3854,2020-07-03 06:14:44.506914,,-137.878485564,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 06:27:22.7654,2020-07-03 06:25:04.879539,,-137.885860535,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 06:37:00.5574,2020-07-03 06:34:42.66467,,-137.892729231,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 06:47:12.9815,2020-07-03 06:44:55.08149,,-137.900009625,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 06:56:34.8615,2020-07-03 06:54:16.95481,,-137.906689159,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 07:00:00,2020-07-03 06:57:42.090872,,-137.909127813,VR2AR-69,545593,17.656,579,2,28,56,6
TEMP,2020-07-03 07:00:00,2020-07-03 06:57:42.090872,,-137.909127813,VR2AR-69,545593,17.656,
DEPTH,2020-07-03 07:00:00,2020-07-03 06:57:42.090872,,-137.909127813,VR2AR-69,545593,28
BATTERY,2020-07-03 07:00:00,2020-07-03 06:57:42.090872,,-137.909127813,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 07:06:15.9294,2020-07-03 07:03:58.015803,,-137.913596798,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 07:16:35.3734,2020-07-03 07:14:17.452439,,-137.920960644,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 07:26:11.2934,2020-07-03 07:23:53.365592,,-137.927807085,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 07:36:20.4414,2020-07-03 07:34:02.506351,,-137.935048533,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 07:45:35.7694,2020-07-03 07:43:17.827749,,-137.941650180,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 07:55:03.2654,2020-07-03 07:52:45.317003,,-137.948396478,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 08:00:00,2020-07-03 07:57:42.048075,,-137.951924010,VR2AR-69,545593,17.722,612,1,28,48,6
TEMP,2020-07-03 08:00:00,2020-07-03 07:57:42.048075,,-137.951924010,VR2AR-69,545593,17.722,
DEPTH,2020-07-03 08:00:00,2020-07-03 07:57:42.048075,,-137.951924010,VR2AR-69,545593,28
BATTERY,2020-07-03 08:00:00,2020-07-03 07:57:42.048075,,-137.951924010,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 08:04:55.5654,2020-07-03 08:02:37.609962,,-137.955437641,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 08:15:37.4734,2020-07-03 08:13:19.510331,,-137.963068536,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 08:25:58.3214,2020-07-03 08:23:40.35095,,-137.970449074,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 08:35:37.0494,2020-07-03 08:33:19.072071,,-137.977328895,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 08:45:51.3454,2020-07-03 08:43:33.360768,,-137.984631543,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 08:55:16.9694,2020-07-03 08:52:58.978044,,-137.991355586,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 09:00:00,2020-07-03 08:57:42.005279,,-137.994720206,VR2AR-69,545593,17.7,543,0,28,48,6
TEMP,2020-07-03 09:00:00,2020-07-03 08:57:42.005279,,-137.994720206,VR2AR-69,545593,17.7,
DEPTH,2020-07-03 09:00:00,2020-07-03 08:57:42.005279,,-137.994720206,VR2AR-69,545593,28
BATTERY,2020-07-03 09:00:00,2020-07-03 08:57:42.005279,,-137.994720206,VR2AR-69,545593,PRIMARY,,,3.5828,
DET,2020-07-03 09:05:05.5254,2020-07-03 09:02:47.527047,,-137.998352242,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 09:15:39.9454,2020-07-03 09:13:21.939505,,-138.005894120,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 09:25:46.2854,2020-07-03 09:23:28.272297,,-138.013102190,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 09:34:56.4654,2020-07-03 09:32:38.445757,,-138.019642638,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 09:44:13.6653,2020-07-03 09:41:55.639033,,-138.026266534,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 09:53:44.9053,2020-07-03 09:51:26.872242,,-138.033057339,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 10:00:00,2020-07-03 09:57:41.962483,,-138.037516404,VR2AR-69,545593,17.678,543,1,28,48,6
TEMP,2020-07-03 10:00:00,2020-07-03 09:57:41.962483,,-138.037516404,VR2AR-69,545593,17.678,
DEPTH,2020-07-03 10:00:00,2020-07-03 09:57:41.962483,,-138.037516404,VR2AR-69,545593,28
BATTERY,2020-07-03 10:00:00,2020-07-03 09:57:41.962483,,-138.037516404,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 10:03:44.2253,2020-07-03 10:01:26.185118,,-138.040181957,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 10:14:40.1733,2020-07-03 10:12:22.12532,,-138.047979756,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 10:25:29.5693,2020-07-03 10:23:11.5136,,-138.055699668,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 10:36:05.8613,2020-07-03 10:33:47.798036,,-138.063263800,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 10:46:15.4773,2020-07-03 10:43:57.406789,,-138.070510813,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 10:55:31.7413,2020-07-03 10:53:13.664176,,-138.077123587,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 11:00:00,2020-07-03 10:57:41.919687,,-138.080312601,VR2AR-69,545593,17.656,558,0,28,48,6
TEMP,2020-07-03 11:00:00,2020-07-03 10:57:41.919687,,-138.080312601,VR2AR-69,545593,17.656,
DEPTH,2020-07-03 11:00:00,2020-07-03 10:57:41.919687,,-138.080312601,VR2AR-69,545593,28
BATTERY,2020-07-03 11:00:00,2020-07-03 10:57:41.919687,,-138.080312601,VR2AR-69,545593,PRIMARY,,,3.5828,
DET,2020-07-03 11:05:01.5773,2020-07-03 11:02:43.493402,,-138.083897702,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 11:14:58.0893,2020-07-03 11:12:39.998311,,-138.090988937,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 11:25:48.4213,2020-07-03 11:23:30.32258,,-138.098719974,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 11:36:26.1173,2020-07-03 11:34:08.010999,,-138.106300796,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 11:46:38.5413,2020-07-03 11:44:20.427718,,-138.113581190,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 11:56:00.4213,2020-07-03 11:53:42.301039,,-138.120260726,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 12:00:00,2020-07-03 11:57:41.876891,,-138.123108797,VR2AR-69,545593,17.436,580,2,28,48,6
TEMP,2020-07-03 12:00:00,2020-07-03 11:57:41.876891,,-138.123108797,VR2AR-69,545593,17.436,
DEPTH,2020-07-03 12:00:00,2020-07-03 11:57:41.876891,,-138.123108797,VR2AR-69,545593,28
BATTERY,2020-07-03 12:00:00,2020-07-03 11:57:41.876891,,-138.123108797,VR2AR-69,545593,PRIMARY,,,3.5828,
DET,2020-07-03 12:05:41.4893,2020-07-03 12:03:23.362131,,-138.127168366,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 12:16:00.9333,2020-07-03 12:13:42.798767,,-138.134532212,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 12:25:37.3213,2020-07-03 12:23:19.179915,,-138.141384215,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 12:35:47.4053,2020-07-03 12:33:29.256663,,-138.148636792,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 12:45:05.0733,2020-07-03 12:42:46.918033,,-138.155266255,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 12:54:37.7173,2020-07-03 12:52:19.555226,,-138.162073753,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 13:00:00,2020-07-03 12:57:41.834095,,-138.165904994,VR2AR-69,545593,17.173,558,3,27,48,6
TEMP,2020-07-03 13:00:00,2020-07-03 12:57:41.834095,,-138.165904994,VR2AR-69,545593,17.173,
DEPTH,2020-07-03 13:00:00,2020-07-03 12:57:41.834095,,-138.165904994,VR2AR-69,545593,27
BATTERY,2020-07-03 13:00:00,2020-07-03 12:57:41.834095,,-138.165904994,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 13:04:40.3133,2020-07-03 13:02:22.144062,,-138.169237312,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 13:15:42.8133,2020-07-03 13:13:24.636187,,-138.177113,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 13:26:45.3133,2020-07-03 13:24:27.128311,,-138.184988689,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 13:37:47.8133,2020-07-03 13:35:29.620435,,-138.192864379,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 13:48:49.8453,2020-07-03 13:46:31.644565,,-138.200734504,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 13:59:50.9413,2020-07-03 13:57:32.732706,,-138.208593504,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 14:00:00,2020-07-03 13:57:41.791298,,-138.208701192,VR2AR-69,545593,17.129,544,4,27,49,6
TEMP,2020-07-03 14:00:00,2020-07-03 13:57:41.791298,,-138.208701192,VR2AR-69,545593,17.129,
DEPTH,2020-07-03 14:00:00,2020-07-03 13:57:41.791298,,-138.208701192,VR2AR-69,545593,27
BATTERY,2020-07-03 14:00:00,2020-07-03 13:57:41.791298,,-138.208701192,VR2AR-69,545593,PRIMARY,,,3.5809,
DET,2020-07-03 14:10:50.1653,2020-07-03 14:08:31.948869,,-138.216430247,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 14:21:45.6453,2020-07-03 14:19:27.421077,,-138.224222483,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 14:32:34.1053,2020-07-03 14:30:15.873368,,-138.231931268,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 14:43:08.0573,2020-07-03 14:40:49.817832,,-138.239467583,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 14:53:13.4613,2020-07-03 14:50:55.214635,,-138.246664524,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 15:00:00,2020-07-03 14:57:41.748502,,-138.251497388,VR2AR-69,545593,16.976,545,1,27,41,5
TEMP,2020-07-03 15:00:00,2020-07-03 14:57:41.748502,,-138.251497388,VR2AR-69,545593,16.976,
DEPTH,2020-07-03 15:00:00,2020-07-03 14:57:41.748502,,-138.251497388,VR2AR-69,545593,27
BATTERY,2020-07-03 15:00:00,2020-07-03 14:57:41.748502,,-138.251497388,VR2AR-69,545593,PRIMARY,,,3.5828,
DET,2020-07-03 15:02:21.7693,2020-07-03 15:00:03.516117,,-138.253182716,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 15:11:35.2253,2020-07-03 15:09:16.965537,,-138.259762112,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 15:20:59.4453,2020-07-03 15:18:41.17883,,-138.266469463,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 15:30:44.7253,2020-07-03 15:28:26.451872,,-138.273427175,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 15:41:12.1252,2020-07-03 15:38:53.844314,,-138.280885599,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 15:51:04.4252,2020-07-03 15:48:46.137273,,-138.287926762,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 16:00:00,2020-07-03 15:57:41.705706,,-138.294293585,VR2AR-69,545593,16.933,536,1,27,50,6
TEMP,2020-07-03 16:00:00,2020-07-03 15:57:41.705706,,-138.294293585,VR2AR-69,545593,16.933,
DEPTH,2020-07-03 16:00:00,2020-07-03 15:57:41.705706,,-138.294293585,VR2AR-69,545593,27
BATTERY,2020-07-03 16:00:00,2020-07-03 15:57:41.705706,,-138.294293585,VR2AR-69,545593,PRIMARY,,,3.5819,
DET,2020-07-03 16:01:46.3332,2020-07-03 15:59:28.037642,,-138.295557656,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 16:12:07.1812,2020-07-03 16:09:48.878261,,-138.302938194,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 16:21:46.3772,2020-07-03 16:19:28.067376,,-138.309823579,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 16:32:02.0772,2020-07-03 16:29:43.760057,,-138.317142918,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 16:41:30.5092,2020-07-03 16:39:12.185299,,-138.323900341,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DET,2020-07-03 16:51:24.2132,2020-07-03 16:49:05.882241,,-138.330958196,VR2AR-69,545593,PPM,A69-1601-60057,60057,,,,,,
DIAG,2020-07-03 17:00:00,2020-07-03 16:57:41.66291,,-138.337089781,VR2AR-69,545593,17.436,524,1,27,48,6
TEMP,2020-07-03 17:00:00,2020-07-03 16:57:41.66291,,-138.337089781,VR2AR-69,545593,17.436,
